pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p17,18,217.6,77,R,75,32.8,1,32.8
p17,18,217.6,77,R,75,32.8,2,36.6
p17,18,217.6,77,R,75,32.8,3,36.3
p17,18,217.6,77,R,75,32.8,4,40.4
p17,18,217.6,77,R,75,32.8,5,43.6
p17,18,217.6,77,R,75,32.8,6,NA
p17,18,217.6,77,R,75,32.8,7,51.1
p17,18,217.6,77,R,75,32.8,8,50.8
p17,18,217.6,77,R,75,32.8,9,54.8
p17,18,217.6,77,R,75,32.8,10,55.8
p17,18,217.6,77,R,75,32.8,11,57
p17,18,217.6,77,R,75,32.8,12,57
p17,18,217.6,77,R,75,32.8,13,63.4
p17,18,217.6,77,R,75,32.8,14,63.4
p17,18,217.6,77,R,75,32.8,15,64.4
p17,18,217.6,77,R,75,32.8,16,66.2
p17,18,217.6,77,R,75,32.8,17,67.9
p17,18,217.6,77,R,75,32.8,18,68.1
p17,18,217.6,77,R,75,32.8,19,70.5
p17,18,217.6,77,R,75,32.8,20,71.5
p17,18,217.6,77,R,75,32.8,21,71.5
p17,18,217.6,77,R,75,32.8,22,71.3
p17,18,217.6,77,R,75,32.8,23,71.9
p17,18,217.6,77,R,75,32.8,24,69.8
p17,18,217.6,77,R,75,32.8,25,71.4
p17,18,217.6,77,R,75,32.8,26,70.6
p17,18,217.6,77,R,75,32.8,27,70.5
p17,18,217.6,77,R,75,32.8,28,72.4
p17,18,217.6,77,R,75,32.8,29,69.9
p17,18,217.6,77,R,75,32.8,30,73.1
p17,18,217.6,77,R,75,32.8,31,71.5
p17,18,217.6,77,R,75,32.8,32,71.2
p17,18,217.6,77,R,75,32.8,33,72.8
p17,18,217.6,77,R,75,32.8,34,70.3
p17,18,217.6,77,R,75,32.8,35,70.8
p17,18,217.6,77,R,75,32.8,36,71.5
p17,18,217.6,77,R,75,32.8,37,72.3
p17,18,217.6,77,R,75,32.8,38,70.7
p17,18,217.6,77,R,75,32.8,39,73.4
p17,18,217.6,77,R,75,32.8,40,72.9
p17,18,217.6,77,R,75,32.8,41,74.8
p17,18,217.6,77,R,75,32.8,42,74.8
p17,18,217.6,77,R,75,32.8,43,75
p17,18,217.6,77,R,75,32.8,44,73.3
p17,18,217.6,77,R,75,32.8,45,73.2
p17,18,217.6,77,R,75,32.8,46,72.6
p17,18,217.6,77,R,75,32.8,47,73.5
p17,18,217.6,77,R,75,32.8,48,73.1
p17,18,217.6,77,R,75,32.8,49,72.6
p17,18,217.6,77,R,75,32.8,50,73.3
p17,18,217.6,77,R,75,32.8,51,73.4
